# MESSENGER FIPS field-of-view pixel to spherical coordinate mapping                  
# Created:                                                                            
#       X       Y         V_POLAR       V_AZIMUTH PIXEL_SOLID_ANG       PIXEL_EFF QUAL
#     [1]     [1]         Degrees         Degrees       Steradian             [1]  [1]
       28      46       5.122e+01       2.598e+02       3.933e-03       2.789e-01    0
       28      47       5.483e+01       2.610e+02       4.377e-03       6.522e-01    0
       28      48       5.861e+01       2.621e+02       4.021e-03       0.000e+00    1
       28      49       6.266e+01       2.630e+02       5.016e-03       0.000e+00    1
       28      50       6.707e+01       2.639e+02       4.603e-03       0.000e+00    1
       28      51       7.192e+01       2.646e+02       0.000e+00       0.000e+00    1
       29      17       7.414e+01       1.048e+02       4.253e-03       3.985e-01    0
       29      18       6.901e+01       1.053e+02       4.641e-03       1.042e+00    0
       29      19       6.438e+01       1.058e+02       4.199e-03       1.140e+00    0
       29      20       6.014e+01       1.065e+02       4.764e-03       6.006e-01    0
       29      21       5.620e+01       1.072e+02       3.584e-03       1.937e+00    0
       29      22       5.247e+01       1.081e+02       4.095e-03       1.607e+00    0
       29      23       4.885e+01       1.091e+02       4.488e-03       1.787e+00    0
       29      24       4.526e+01       1.102e+02       4.767e-03       1.444e+00    0
       29      25       4.161e+01       1.116e+02       5.094e-03       1.617e+00    0
       29      26       3.781e+01       1.134e+02       5.725e-03       9.956e-01    0
       29      27       3.381e+01       1.155e+02       6.152e-03       1.057e+00    0
       29      28       2.953e+01       1.183e+02       6.886e-03       7.305e-01    0
       29      29       2.496e+01       1.219e+02       6.801e-03       7.519e-01    0
       29      30       2.010e+01       1.268e+02       0.000e+00       0.000e+00    1
       29      31       1.508e+01       1.338e+02       0.000e+00       0.000e+00    1
       29      38       1.711e+01       2.423e+02       7.101e-03       3.588e-01    0
       29      39       2.208e+01       2.483e+02       6.587e-03       6.096e-01    0
       29      40       2.683e+01       2.527e+02       6.082e-03       9.445e-01    0
       29      41       3.128e+01       2.559e+02       5.494e-03       7.842e-01    0
       29      42       3.544e+01       2.584e+02       4.929e-03       5.622e-01    0
       29      43       3.936e+01       2.604e+02       4.727e-03       1.617e+00    0
       29      44       4.309e+01       2.620e+02       3.732e-03       1.533e+00    0
       29      45       4.671e+01       2.633e+02       4.405e-03       0.000e+00    1
       29      46       5.030e+01       2.644e+02       4.413e-03       0.000e+00    1
       29      47       5.395e+01       2.653e+02       4.362e-03       0.000e+00    1
       29      48       5.775e+01       2.661e+02       4.282e-03       0.000e+00    1
       29      49       6.180e+01       2.668e+02       3.882e-03       0.000e+00    1
       29      50       6.619e+01       2.674e+02       5.457e-03       0.000e+00    1
       29      51       7.101e+01       2.679e+02       0.000e+00       0.000e+00    1
       30      17       7.351e+01       1.015e+02       5.361e-03       6.809e-01    0
       30      18       6.841e+01       1.018e+02       4.361e-03       7.332e-01    0
       30      19       6.380e+01       1.022e+02       4.199e-03       1.404e+00    0
       30      20       5.957e+01       1.026e+02       4.016e-03       1.302e+00    0
       30      21       5.562e+01       1.030e+02       4.767e-03       1.559e+00    0
       30      22       5.187e+01       1.035e+02       3.614e-03       2.279e+00    0
       30      23       4.821e+01       1.041e+02       4.685e-03       1.573e+00    0
       30      24       4.455e+01       1.049e+02       4.939e-03       1.763e+00    0
       30      25       4.079e+01       1.058e+02       5.072e-03       1.656e+00    0
       30      26       3.685e+01       1.069e+02       6.455e-03       9.041e-01    0
       30      27       3.263e+01       1.082e+02       6.355e-03       1.041e+00    0
       30      28       2.806e+01       1.100e+02       6.383e-03       1.207e+00    0
       30      29       2.307e+01       1.125e+02       5.851e-03       9.642e-01    0
       30      30       1.761e+01       1.159e+02       0.000e+00       0.000e+00    1
       30      39       1.986e+01       2.586e+02       6.564e-03       6.684e-01    0
       30      40       2.513e+01       2.616e+02       6.196e-03       7.081e-01    0
       30      41       2.994e+01       2.638e+02       5.563e-03       9.310e-01    0
       30      42       3.436e+01       2.654e+02       5.225e-03       1.395e+00    0
       30      43       3.846e+01       2.666e+02       4.452e-03       7.392e-01    0
       30      44       4.231e+01       2.676e+02       4.772e-03       0.000e+00    1
       30      45       4.602e+01       2.684e+02       4.632e-03       0.000e+00    1
       30      46       4.967e+01       2.691e+02       3.652e-03       0.000e+00    1
       30      47       5.336e+01       2.697e+02       3.814e-03       0.000e+00    1
       30      48       5.718e+01       2.702e+02       5.327e-03       0.000e+00    1
       30      49       6.123e+01       2.706e+02       4.434e-03       0.000e+00    1
       30      50       6.560e+01       2.710e+02       4.859e-03       0.000e+00    1
       30      51       7.040e+01       2.713e+02       0.000e+00       0.000e+00    1
       31      17       7.319e+01       9.821e+01       4.794e-03       8.135e-01    0
       31      18       6.811e+01       9.831e+01       4.361e-03       9.455e-01    0
       31      19       6.351e+01       9.843e+01       4.199e-03       7.720e-01    0
       31      20       5.928e+01       9.857e+01       4.016e-03       1.267e+00    0
       31      21       5.533e+01       9.872e+01       4.524e-03       1.470e+00    0
       31      22       5.156e+01       9.890e+01       3.614e-03       1.189e+00    0
       31      23       4.788e+01       9.911e+01       4.470e-03       1.191e+00    0
       31      24       4.418e+01       9.937e+01       4.747e-03       1.584e+00    0
       31      25       4.037e+01       9.968e+01       4.885e-03       1.643e+00    0
       31      26       3.634e+01       1.001e+02       6.285e-03       1.216e+00    0
       31      27       3.201e+01       1.005e+02       6.074e-03       8.625e-01    0
       31      28       2.728e+01       1.012e+02       6.160e-03       1.289e+00    0
       31      29       2.204e+01       1.021e+02       5.673e-03       1.392e+00    0
       31      30       1.622e+01       1.033e+02       0.000e+00       0.000e+00    1
       31      39       1.863e+01       2.702e+02       6.312e-03       3.850e-01    0
       31      40       2.421e+01       2.713e+02       6.048e-03       8.705e-01    0
       31      41       2.923e+01       2.721e+02       5.392e-03       4.650e-01    0
       31      42       3.379e+01       2.727e+02       4.846e-03       1.181e+00    0
       31      43       3.799e+01       2.731e+02       4.452e-03       7.096e-01    0
       31      44       4.192e+01       2.735e+02       4.556e-03       0.000e+00    1
       31      45       4.567e+01       2.737e+02       4.632e-03       0.000e+00    1
       31      46       4.935e+01       2.740e+02       3.409e-03       0.000e+00    1
       31      47       5.306e+01       2.742e+02       3.814e-03       0.000e+00    1
       31      48       5.689e+01       2.743e+02       5.327e-03       0.000e+00    1
       31      49       6.094e+01       2.745e+02       4.434e-03       0.000e+00    1
       31      50       6.530e+01       2.746e+02       4.292e-03       0.000e+00    1
       31      51       7.009e+01       2.747e+02       0.000e+00       0.000e+00    1
       32      17       7.319e+01       9.490e+01       4.820e-03       6.607e-01    0
       32      18       6.811e+01       9.480e+01       4.368e-03       8.679e-01    0
       32      19       6.350e+01       9.469e+01       4.199e-03       7.663e-01    0
       32      20       5.927e+01       9.456e+01       4.512e-03       1.105e+00    0
       32      21       5.533e+01       9.442e+01       3.590e-03       2.053e+00    0
       32      22       5.156e+01       9.425e+01       4.095e-03       1.217e+00    0
       32      23       4.787e+01       9.405e+01       4.704e-03       1.583e+00    0
       32      24       4.417e+01       9.381e+01       4.555e-03       1.065e+00    0
       32      25       4.036e+01       9.352e+01       5.281e-03       1.869e+00    0
       32      26       3.634e+01       9.316e+01       5.398e-03       1.414e+00    0
       32      27       3.200e+01       9.271e+01       6.148e-03       1.003e+00    0
       32      28       2.726e+01       9.211e+01       6.866e-03       7.264e-01    0
       32      29       2.202e+01       9.128e+01       6.697e-03       7.951e-01    0
       32      30       1.619e+01       9.008e+01       0.000e+00       0.000e+00    1
       32      39       1.861e+01       2.824e+02       6.578e-03       4.934e-01    0
       32      40       2.419e+01       2.814e+02       5.925e-03       9.660e-01    0
       32      41       2.922e+01       2.806e+02       5.323e-03       3.956e-01    0
       32      42       3.378e+01       2.801e+02       5.113e-03       7.821e-01    0
       32      43       3.798e+01       2.797e+02       4.519e-03       1.510e+00    0
       32      44       4.191e+01       2.794e+02       3.947e-03       0.000e+00    1
       32      45       4.567e+01       2.791e+02       4.169e-03       0.000e+00    1
       32      46       4.935e+01       2.789e+02       4.656e-03       0.000e+00    1
       32      47       5.305e+01       2.787e+02       4.110e-03       0.000e+00    1
       32      48       5.688e+01       2.785e+02       4.282e-03       0.000e+00    1
       32      49       6.093e+01       2.784e+02       3.608e-03       0.000e+00    1
       32      50       6.530e+01       2.783e+02       6.023e-03       0.000e+00    1
       32      51       7.008e+01       2.782e+02       0.000e+00       0.000e+00    1
       33      17       7.349e+01       9.160e+01       4.827e-03       1.117e+00    0
       33      18       6.840e+01       9.130e+01       4.127e-03       1.286e+00    0
       33      19       6.378e+01       9.096e+01       4.758e-03       1.239e+00    0
       33      20       5.955e+01       9.057e+01       4.055e-03       1.400e+00    0
       33      21       5.561e+01       9.013e+01       4.586e-03       1.571e+00    0
       33      22       5.185e+01       8.962e+01       4.116e-03       1.312e+00    0
       33      23       4.819e+01       8.902e+01       4.111e-03       1.673e+00    0
       33      24       4.453e+01       8.830e+01       4.648e-03       1.579e+00    0
       33      25       4.077e+01       8.743e+01       5.033e-03       1.436e+00    0
       33      26       3.682e+01       8.636e+01       5.571e-03       1.396e+00    0
       33      27       3.260e+01       8.501e+01       6.123e-03       8.561e-01    0
       33      28       2.802e+01       8.324e+01       6.506e-03       9.922e-01    0
       33      29       2.302e+01       8.085e+01       7.141e-03       9.742e-01    0
       33      30       1.755e+01       7.746e+01       4.144e-03       1.059e+00    0
       33      39       1.980e+01       2.940e+02       6.269e-03       2.999e-01    0
       33      40       2.509e+01       2.911e+02       5.978e-03       4.555e-01    0
       33      41       2.991e+01       2.890e+02       5.275e-03       3.608e-01    0
       33      42       3.433e+01       2.874e+02       4.816e-03       1.907e-01    0
       33      43       3.844e+01       2.862e+02       4.570e-03       7.768e-01    0
       33      44       4.230e+01       2.852e+02       4.210e-03       0.000e+00    1
       33      45       4.601e+01       2.844e+02       4.220e-03       0.000e+00    1
       33      46       4.966e+01       2.837e+02       3.933e-03       0.000e+00    1
       33      47       5.334e+01       2.832e+02       4.629e-03       0.000e+00    1
       33      48       5.716e+01       2.827e+02       4.021e-03       0.000e+00    1
       33      49       6.121e+01       2.823e+02       5.290e-03       0.000e+00    1
       33      50       6.559e+01       2.819e+02       4.319e-03       0.000e+00    1
       33      51       7.038e+01       2.816e+02       0.000e+00       0.000e+00    1
       34      17       7.411e+01       8.833e+01       5.151e-03       9.735e-01    0
       34      18       6.899e+01       8.783e+01       4.697e-03       1.055e+00    0
       34      19       6.436e+01       8.728e+01       3.993e-03       8.726e-01    0
       34      20       6.012e+01       8.664e+01       4.345e-03       1.007e+00    0
       34      21       5.618e+01       8.592e+01       3.914e-03       1.823e+00    0
       34      22       5.245e+01       8.508e+01       4.419e-03       1.542e+00    0
       34      23       4.883e+01       8.410e+01       4.185e-03       1.797e+00    0
       34      24       4.523e+01       8.294e+01       4.754e-03       1.411e+00    0
       34      25       4.158e+01       8.154e+01       4.992e-03       1.627e+00    0
       34      26       3.777e+01       7.984e+01       5.267e-03       1.331e+00    0
       34      27       3.376e+01       7.771e+01       5.710e-03       1.344e+00    0
       34      28       2.947e+01       7.498e+01       6.149e-03       1.094e+00    0
       34      29       2.489e+01       7.138e+01       6.573e-03       1.253e+00    0
       34      30       2.001e+01       6.648e+01       6.919e-03       1.043e+00    0
       34      38       1.700e+01       3.104e+02       6.386e-03       6.649e-01    0
       34      39       2.200e+01       3.044e+02       6.177e-03       2.841e-01    0
       34      40       2.676e+01       3.000e+02       5.474e-03       1.255e+00    0
       34      41       3.123e+01       2.968e+02       5.111e-03       4.932e-01    0
       34      42       3.540e+01       2.944e+02       4.747e-03       0.000e+00    1
       34      43       3.932e+01       2.924e+02       4.670e-03       0.000e+00    1
       34      44       4.306e+01       2.909e+02       4.279e-03       0.000e+00    1
       34      45       4.668e+01       2.896e+02       4.037e-03       0.000e+00    1
       34      46       5.027e+01       2.885e+02       4.232e-03       0.000e+00    1
       34      47       5.393e+01       2.876e+02       4.424e-03       0.000e+00    1
       34      48       5.773e+01       2.868e+02       4.063e-03       0.000e+00    1
       34      49       6.178e+01       2.861e+02       4.483e-03       0.000e+00    1
       34      50       6.616e+01       2.855e+02       5.203e-03       0.000e+00    1
       34      51       7.098e+01       2.850e+02       0.000e+00       0.000e+00    1
       35      18       6.988e+01       8.443e+01       4.749e-03       5.177e-01    0
       35      19       6.522e+01       8.367e+01       4.576e-03       9.329e-01    0
       35      20       6.097e+01       8.281e+01       3.880e-03       1.626e+00    0
       35      21       5.704e+01       8.182e+01       4.214e-03       1.488e+00    0
       35      22       5.333e+01       8.068e+01       4.254e-03       1.406e+00    0
       35      23       4.977e+01       7.936e+01       3.816e-03       2.531e+00    0
       35      24       4.626e+01       7.781e+01       4.243e-03       1.619e+00    0
       35      25       4.274e+01       7.596e+01       4.979e-03       1.367e+00    0
       35      26       3.913e+01       7.373e+01       5.174e-03       1.431e+00    0
       35      27       3.539e+01       7.098e+01       5.585e-03       1.142e+00    0
       35      28       3.147e+01       6.755e+01       5.961e-03       1.555e+00    0
       35      29       2.738e+01       6.318e+01       6.265e-03       1.250e+00    0
       35      30       2.319e+01       5.748e+01       6.717e-03       6.016e-01    0
       35      31       1.904e+01       4.994e+01       6.973e-03       6.260e-01    0
       35      32       1.524e+01       3.992e+01       6.884e-03       1.135e+00    0
       35      37       1.670e+01       3.287e+02       6.605e-03       4.783e-01    0
       35      38       2.068e+01       3.198e+02       6.019e-03       3.859e-01    0
       35      39       2.488e+01       3.130e+02       5.742e-03       2.751e-01    0
       35      40       2.904e+01       3.079e+02       5.445e-03       0.000e+00    1
       35      41       3.306e+01       3.040e+02       5.154e-03       0.000e+00    1
       35      42       3.691e+01       3.008e+02       4.711e-03       0.000e+00    1
       35      43       4.060e+01       2.983e+02       3.914e-03       0.000e+00    1
       35      44       4.416e+01       2.963e+02       4.130e-03       0.000e+00    1
       35      45       4.767e+01       2.945e+02       4.103e-03       0.000e+00    1
       35      46       5.119e+01       2.931e+02       4.292e-03       0.000e+00    1
       35      47       5.480e+01       2.918e+02       3.951e-03       0.000e+00    1
       35      48       5.858e+01       2.908e+02       4.370e-03       0.000e+00    1
       35      49       6.263e+01       2.898e+02       5.092e-03       0.000e+00    1
       35      50       6.704e+01       2.890e+02       4.954e-03       0.000e+00    1
       35      51       7.189e+01       2.883e+02       0.000e+00       0.000e+00    1
       36      18       7.109e+01       8.112e+01       4.512e-03       5.470e-01    0
       36      19       6.638e+01       8.016e+01       4.363e-03       1.065e+00    0
       36      20       6.211e+01       7.909e+01       4.470e-03       6.861e-01    0
       36      21       5.817e+01       7.787e+01       4.040e-03       1.414e+00    0
       36      22       5.450e+01       7.647e+01       3.866e-03       1.708e+00    0
       36      23       5.099e+01       7.485e+01       4.148e-03       1.656e+00    0
       36      24       4.759e+01       7.297e+01       4.601e-03       1.685e+00    0
       36      25       4.422e+01       7.076e+01       4.766e-03       1.875e+00    0
       36      26       4.083e+01       6.812e+01       4.649e-03       1.455e+00    0
       36      27       3.738e+01       6.494e+01       5.055e-03       1.905e+00    0
       36      28       3.386e+01       6.106e+01       5.195e-03       1.445e+00    0
       36      29       3.028e+01       5.626e+01       6.164e-03       9.816e-01    0
       36      30       2.673e+01       5.029e+01       6.335e-03       1.091e+00    0
       36      31       2.337e+01       4.284e+01       6.655e-03       9.047e-01    0
       36      32       2.044e+01       3.365e+01       6.571e-03       1.057e+00    0
       36      33       1.827e+01       2.266e+01       6.173e-03       7.002e-01    0
       36      34       1.722e+01       1.032e+01       6.534e-03       3.376e-01    0
       36      35       1.749e+01       3.576e+02       6.647e-03       3.278e-01    0
       36      36       1.903e+01       3.457e+02       6.589e-03       3.525e-01    0
       36      37       2.154e+01       3.354e+02       5.826e-03       8.675e-01    0
       36      38       2.468e+01       3.270e+02       5.885e-03       1.050e+00    0
       36      39       2.815e+01       3.201e+02       5.529e-03       0.000e+00    1
       36      40       3.172e+01       3.147e+02       4.654e-03       0.000e+00    1
       36      41       3.528e+01       3.103e+02       4.584e-03       0.000e+00    1
       36      42       3.878e+01       3.067e+02       4.658e-03       0.000e+00    1
       36      43       4.220e+01       3.038e+02       4.466e-03       0.000e+00    1
       36      44       4.558e+01       3.013e+02       3.990e-03       0.000e+00    1
       36      45       4.895e+01       2.992e+02       3.933e-03       0.000e+00    1
       36      46       5.238e+01       2.975e+02       4.101e-03       0.000e+00    1
       36      47       5.595e+01       2.959e+02       4.531e-03       0.000e+00    1
       36      48       5.972e+01       2.946e+02       4.703e-03       0.000e+00    1
       36      49       6.378e+01       2.935e+02       5.147e-03       0.000e+00    1
       36      50       6.821e+01       2.924e+02       3.219e-03       0.000e+00    1
       36      51       7.311e+01       2.915e+02       0.000e+00       0.000e+00    1
       37      18       7.261e+01       7.790e+01       4.854e-03       3.241e-01    0
       37      19       6.785e+01       7.678e+01       4.973e-03       6.253e-01    0
       37      20       6.354e+01       7.552e+01       4.001e-03       1.021e+00    0
       37      21       5.959e+01       7.409e+01       4.374e-03       1.642e+00    0
       37      22       5.594e+01       7.247e+01       4.445e-03       1.104e+00    0
       37      23       5.249e+01       7.061e+01       3.787e-03       1.732e+00    0
       37      24       4.919e+01       6.847e+01       4.085e-03       2.220e+00    0
       37      25       4.598e+01       6.597e+01       4.522e-03       1.412e+00    0
       37      26       4.281e+01       6.304e+01       4.483e-03       1.887e+00    0
       37      27       3.965e+01       5.958e+01       4.808e-03       1.119e+00    0
       37      28       3.650e+01       5.546e+01       5.247e-03       1.187e+00    0
       37      29       3.339e+01       5.052e+01       5.611e-03       1.294e+00    0
       37      30       3.041e+01       4.459e+01       5.765e-03       1.295e+00    0
       37      31       2.767e+01       3.753e+01       5.620e-03       9.633e-01    0
       37      32       2.538e+01       2.925e+01       6.269e-03       5.293e-01    0
       37      33       2.374e+01       1.983e+01       6.567e-03       6.710e-01    0
       37      34       2.296e+01       9.624e+00       6.000e-03       5.723e-01    0
       37      35       2.316e+01       3.592e+02       6.233e-03       7.757e-01    0
       37      36       2.430e+01       3.493e+02       5.892e-03       7.839e-01    0
       37      37       2.623e+01       3.403e+02       5.908e-03       0.000e+00    1
       37      38       2.873e+01       3.325e+02       5.249e-03       0.000e+00    1
       37      39       3.158e+01       3.259e+02       4.829e-03       0.000e+00    1
       37      40       3.463e+01       3.204e+02       4.723e-03       0.000e+00    1
       37      41       3.776e+01       3.158e+02       4.585e-03       0.000e+00    1
       37      42       4.091e+01       3.120e+02       3.955e-03       0.000e+00    1
       37      43       4.408e+01       3.087e+02       4.148e-03       0.000e+00    1
       37      44       4.726e+01       3.060e+02       4.336e-03       0.000e+00    1
       37      45       5.050e+01       3.036e+02       4.530e-03       0.000e+00    1
       37      46       5.385e+01       3.016e+02       4.185e-03       0.000e+00    1
       37      47       5.737e+01       2.999e+02       4.342e-03       0.000e+00    1
       37      48       6.114e+01       2.983e+02       4.765e-03       0.000e+00    1
       37      49       6.522e+01       2.970e+02       4.912e-03       0.000e+00    1
       37      50       6.970e+01       2.958e+02       0.000e+00       0.000e+00    1
       37      51       7.467e+01       2.947e+02       0.000e+00       0.000e+00    1
       38      18       7.447e+01       7.481e+01       5.499e-03       4.054e-01    0
       38      19       6.963e+01       7.353e+01       4.780e-03       2.654e-01    0
       38      20       6.527e+01       7.211e+01       4.620e-03       7.743e-01    0
       38      21       6.130e+01       7.051e+01       4.204e-03       9.603e-01    0
       38      22       5.765e+01       6.870e+01       4.052e-03       1.032e+00    0
       38      23       5.425e+01       6.665e+01       4.141e-03       1.507e+00    0
       38      24       5.105e+01       6.431e+01       4.210e-03       2.122e+00    0
       38      25       4.797e+01       6.161e+01       4.031e-03       2.492e+00    0
       38      26       4.500e+01       5.850e+01       4.500e-03       1.246e+00    0
       38      27       4.210e+01       5.488e+01       4.487e-03       1.696e+00    0
       38      28       3.929e+01       5.067e+01       5.065e-03       9.745e-01    0
       38      29       3.659e+01       4.576e+01       4.820e-03       1.449e+00    0
       38      30       3.406e+01       4.005e+01       5.161e-03       1.412e+00    0
       38      31       3.182e+01       3.347e+01       5.472e-03       9.438e-01    0
       38      32       2.999e+01       2.602e+01       5.662e-03       7.570e-01    0
       38      33       2.871e+01       1.783e+01       5.590e-03       1.049e+00    0
       38      34       2.812e+01       9.143e+00       5.957e-03       4.753e-01    0
       38      35       2.827e+01       3.323e-01       5.392e-03       0.000e+00    1
       38      36       2.915e+01       3.518e+02       5.210e-03       0.000e+00    1
       38      37       3.066e+01       3.439e+02       5.243e-03       0.000e+00    1
       38      38       3.268e+01       3.368e+02       4.538e-03       0.000e+00    1
       38      39       3.505e+01       3.306e+02       4.963e-03       0.000e+00    1
       38      40       3.766e+01       3.252e+02       4.577e-03       0.000e+00    1
       38      41       4.041e+01       3.206e+02       4.152e-03       0.000e+00    1
       38      42       4.326e+01       3.166e+02       4.095e-03       0.000e+00    1
       38      43       4.618e+01       3.132e+02       4.037e-03       0.000e+00    1
       38      44       4.919e+01       3.103e+02       4.454e-03       0.000e+00    1
       38      45       5.231e+01       3.077e+02       3.854e-03       0.000e+00    1
       38      46       5.559e+01       3.055e+02       4.528e-03       0.000e+00    1
       38      47       5.908e+01       3.035e+02       4.688e-03       0.000e+00    1
       38      48       6.285e+01       3.018e+02       4.839e-03       0.000e+00    1
       38      49       6.696e+01       3.003e+02       4.666e-03       0.000e+00    1
       38      50       7.151e+01       2.989e+02       0.000e+00       0.000e+00    1
       39      19       7.174e+01       7.043e+01       4.854e-03       7.873e-01    0
       39      20       6.731e+01       6.887e+01       4.712e-03       8.564e-01    0
       39      21       6.330e+01       6.713e+01       4.300e-03       1.351e+00    0
       39      22       5.964e+01       6.518e+01       4.160e-03       1.081e+00    0
       39      23       5.627e+01       6.298e+01       4.274e-03       1.183e+00    0
       39      24       5.314e+01       6.050e+01       4.359e-03       1.348e+00    0
       39      25       5.018e+01       5.767e+01       4.423e-03       1.378e+00    0
       39      26       4.738e+01       5.446e+01       4.031e-03       1.325e+00    0
       39      27       4.471e+01       5.078e+01       4.522e-03       1.447e+00    0
       39      28       4.218e+01       4.659e+01       4.354e-03       8.985e-01    0
       39      29       3.980e+01       4.180e+01       4.807e-03       1.552e+00    0
       39      30       3.764e+01       3.638e+01       4.637e-03       8.166e-01    0
       39      31       3.577e+01       3.029e+01       4.904e-03       1.298e+00    0
       39      32       3.428e+01       2.358e+01       5.191e-03       1.045e+00    0
       39      33       3.326e+01       1.635e+01       5.328e-03       0.000e+00    1
       39      34       3.279e+01       8.790e+00       5.541e-03       0.000e+00    1
       39      35       3.291e+01       1.151e+00       5.016e-03       0.000e+00    1
       39      36       3.360e+01       3.537e+02       4.946e-03       0.000e+00    1
       39      37       3.483e+01       3.467e+02       4.706e-03       0.000e+00    1
       39      38       3.648e+01       3.402e+02       4.460e-03       0.000e+00    1
       39      39       3.848e+01       3.344e+02       4.635e-03       0.000e+00    1
       39      40       4.073e+01       3.292e+02       4.374e-03       0.000e+00    1
       39      41       4.318e+01       3.247e+02       4.106e-03       0.000e+00    1
       39      42       4.577e+01       3.207e+02       4.254e-03       0.000e+00    1
       39      43       4.849e+01       3.172e+02       4.176e-03       0.000e+00    1
       39      44       5.135e+01       3.142e+02       4.325e-03       0.000e+00    1
       39      45       5.437e+01       3.115e+02       4.484e-03       0.000e+00    1
       39      46       5.759e+01       3.091e+02       4.634e-03       0.000e+00    1
       39      47       6.107e+01       3.070e+02       4.496e-03       0.000e+00    1
       39      48       6.486e+01       3.051e+02       5.492e-03       0.000e+00    1
       39      49       6.903e+01       3.035e+02       0.000e+00       0.000e+00    1
       39      50       7.366e+01       3.020e+02       0.000e+00       0.000e+00    1
       40      19       7.421e+01       6.749e+01       4.647e-03       6.320e-01    0
       40      20       6.968e+01       6.582e+01       4.816e-03       6.885e-01    0
       40      21       6.561e+01       6.396e+01       4.674e-03       4.598e-01    0
       40      22       6.192e+01       6.190e+01       4.528e-03       8.973e-01    0
       40      23       5.855e+01       5.960e+01       4.396e-03       6.653e-01    0
       40      24       5.546e+01       5.702e+01       4.004e-03       1.379e+00    0
       40      25       5.260e+01       5.412e+01       4.122e-03       1.266e+00    0
       40      26       4.993e+01       5.087e+01       3.980e-03       9.981e-01    0
       40      27       4.744e+01       4.721e+01       4.304e-03       7.623e-01    0
       40      28       4.513e+01       4.309e+01       4.404e-03       1.148e+00    0
       40      29       4.302e+01       3.849e+01       4.270e-03       1.116e+00    0
       40      30       4.113e+01       3.337e+01       4.570e-03       1.141e+00    0
       40      31       3.954e+01       2.775e+01       4.695e-03       7.438e-01    0
       40      32       3.829e+01       2.166e+01       4.636e-03       5.535e-01    0
       40      33       3.745e+01       1.521e+01       4.012e-03       0.000e+00    1
       40      34       3.706e+01       8.520e+00       4.428e-03       0.000e+00    1
       40      35       3.716e+01       1.779e+00       4.843e-03       0.000e+00    1
       40      36       3.773e+01       3.552e+02       4.727e-03       0.000e+00    1
       40      37       3.875e+01       3.488e+02       4.628e-03       0.000e+00    1
       40      38       4.014e+01       3.429e+02       4.318e-03       0.000e+00    1
       40      39       4.186e+01       3.375e+02       4.009e-03       0.000e+00    1
       40      40       4.384e+01       3.326e+02       4.127e-03       0.000e+00    1
       40      41       4.603e+01       3.282e+02       4.030e-03       0.000e+00    1
       40      42       4.842e+01       3.243e+02       4.170e-03       0.000e+00    1
       40      43       5.098e+01       3.208e+02       4.571e-03       0.000e+00    1
       40      44       5.372e+01       3.177e+02       4.454e-03       0.000e+00    1
       40      45       5.667e+01       3.149e+02       4.051e-03       0.000e+00    1
       40      46       5.987e+01       3.124e+02       4.443e-03       0.000e+00    1
       40      47       6.336e+01       3.102e+02       4.854e-03       0.000e+00    1
       40      48       6.719e+01       3.083e+02       4.087e-03       0.000e+00    1
       40      49       7.144e+01       3.065e+02       0.000e+00       0.000e+00    1
       41      20       7.241e+01       6.295e+01       4.902e-03       7.494e-01    0
       41      21       6.824e+01       6.101e+01       4.782e-03       6.810e-01    0
       41      22       6.450e+01       5.886e+01       4.653e-03       5.528e-01    0
       41      23       6.111e+01       5.649e+01       3.724e-03       1.044e+00    0
       41      24       5.804e+01       5.386e+01       3.622e-03       1.259e+00    0
       41      25       5.523e+01       5.094e+01       4.527e-03       6.344e-01    0
       41      26       5.265e+01       4.769e+01       4.388e-03       5.438e-01    0
       41      27       5.030e+01       4.408e+01       4.270e-03       1.427e+00    0
       41      28       4.815e+01       4.009e+01       3.935e-03       1.021e+00    0
       41      29       4.623e+01       3.569e+01       4.304e-03       1.250e+00    0
       41      30       4.456e+01       3.089e+01       4.648e-03       1.198e+00    0
       41      31       4.316e+01       2.568e+01       4.144e-03       4.432e-01    0
       41      32       4.209e+01       2.013e+01       4.322e-03       9.386e-01    0
       41      33       4.137e+01       1.430e+01       4.062e-03       0.000e+00    1
       41      34       4.105e+01       8.308e+00       4.073e-03       0.000e+00    1
       41      35       4.113e+01       2.275e+00       4.341e-03       0.000e+00    1
       41      36       4.161e+01       3.563e+02       4.389e-03       0.000e+00    1
       41      37       4.248e+01       3.506e+02       4.243e-03       0.000e+00    1
       41      38       4.369e+01       3.452e+02       4.336e-03       0.000e+00    1
       41      39       4.520e+01       3.401e+02       4.213e-03       0.000e+00    1
       41      40       4.697e+01       3.355e+02       4.323e-03       0.000e+00    1
       41      41       4.899e+01       3.313e+02       3.945e-03       0.000e+00    1
       41      42       5.122e+01       3.274e+02       4.310e-03       0.000e+00    1
       41      43       5.366e+01       3.240e+02       3.924e-03       0.000e+00    1
       41      44       5.633e+01       3.209e+02       4.046e-03       0.000e+00    1
       41      45       5.924e+01       3.181e+02       4.425e-03       0.000e+00    1
       41      46       6.243e+01       3.155e+02       5.113e-03       0.000e+00    1
       41      47       6.596e+01       3.133e+02       4.946e-03       0.000e+00    1
       41      48       6.986e+01       3.112e+02       0.000e+00       0.000e+00    1
       41      49       7.421e+01       3.093e+02       0.000e+00       0.000e+00    1
       42      21       7.124e+01       5.825e+01       5.172e-03       4.363e-01    0
